10;-4;-1;17;6;16;53;52;62;-3;13;-5;36;31;18;26;0
9;-5;-7;15;14;39;89;11;41;3;14;-6;55;13;30;35;1
10;42;-1;19;5;43;51;25;67;4;9;-5;8;29;2;56;0
8;52;-6;14;10;14;71;14;39;-4;14;-3;59;6;21;22;0
10;-3;2;14;12;14;94;34;27;0;12;-2;34;18;0;7;0
9;46;3;17;5;24;47;24;19;2;9;2;39;39;7;55;1
10;57;9;16;10;44;-4;33;22;3;11;2;20;26;32;29;1
9;27;32;19;16;47;-3;54;41;3;12;-3;24;18;21;56;1
10;47;18;14;19;45;90;10;37;-4;13;1;12;12;61;9;1
9;7;26;14;4;24;15;2;28;2;13;-6;48;37;14;11;0
8;50;22;14;23;45;79;47;70;3;11;-5;25;9;11;4;1
10;2;7;15;16;27;73;25;42;3;14;-1;38;38;55;26;1
8;45;-7;18;22;52;-4;50;69;-3;8;-2;44;21;35;28;1
9;32;2;17;14;37;41;55;63;3;14;-1;26;39;-5;12;1
8;17;14;15;10;53;67;53;41;1;10;-1;56;38;48;51;1
10;17;32;14;20;50;58;15;56;1;9;1;61;15;38;26;1
8;53;23;19;5;28;58;30;36;3;12;-1;61;25;40;10;1
8;7;13;15;3;53;14;8;11;5;13;1;54;20;46;51;1
8;57;1;19;17;50;14;38;52;-3;10;1;11;12;30;10;0
9;-3;27;19;18;44;85;31;48;5;8;2;43;18;26;47;1
9;33;12;15;8;26;89;11;62;5;14;-4;46;21;47;32;1
10;4;11;19;18;17;65;12;64;2;10;-5;63;8;43;7;0
8;-12;6;14;19;35;42;0;46;1;13;2;25;28;28;49;0
8;-3;0;17;16;45;64;45;45;-3;12;2;12;15;9;27;0
8;33;-3;15;4;51;67;21;19;2;11;-2;49;16;26;39;1
9;-7;-1;14;16;23;74;40;63;0;14;-6;60;14;19;50;1
8;61;28;14;16;31;43;35;39;-3;13;-1;27;8;2;31;1
10;48;-2;14;3;41;25;40;10;4;14;-6;38;16;13;37;0
9;-8;10;15;13;36;14;38;28;0;13;-2;5;8;23;1;0
9;35;12;18;6;31;30;55;66;4;13;-1;17;33;-3;30;0
8;11;23;18;8;23;-5;21;22;-4;9;-5;6;40;20;28;0
8;36;31;18;24;42;77;32;10;4;9;0;58;7;45;7;1
10;21;25;14;17;16;31;47;21;1;11;2;22;10;35;35;0
8;58;1;14;18;38;93;36;27;2;9;1;7;16;0;45;0
10;-13;26;15;4;19;91;54;36;0;10;-1;59;5;53;30;1
8;23;15;15;9;33;70;18;61;0;13;-2;58;29;1;43;1
10;12;25;17;11;43;85;1;64;4;14;-2;11;12;33;21;0
8;55;27;14;23;19;82;52;15;-3;11;-4;45;11;49;51;1
8;44;5;16;17;46;54;24;66;-2;14;2;55;14;4;60;1
9;42;-2;19;12;40;26;42;34;-2;12;-6;24;11;48;46;1
8;6;31;14;12;35;94;11;20;-4;11;-1;46;7;11;42;0
8;28;-6;17;23;45;59;9;37;-1;14;-1;13;31;38;37;1
10;14;16;19;12;12;1;52;11;-4;12;-6;45;30;-2;9;0
8;45;-1;17;16;39;67;48;24;-4;8;-3;44;6;43;23;1
8;22;2;14;11;25;38;24;68;5;14;-6;18;30;30;56;1
10;43;-6;18;18;38;46;4;50;0;8;-1;16;31;42;9;0
8;-10;14;17;3;23;17;4;63;4;9;1;10;39;48;57;0
9;12;26;15;12;15;34;23;54;5;14;0;7;19;-5;30;0
10;33;-7;17;6;26;50;38;35;-3;12;-3;52;37;11;34;1
10;45;-5;14;14;30;10;20;54;2;8;1;36;6;24;41;0
8;-6;-7;17;22;49;20;41;29;-1;14;-1;24;11;55;40;0
10;7;21;16;20;49;58;11;37;-4;12;-3;20;36;27;59;1
9;47;6;15;15;24;77;20;66;-4;14;-3;14;16;28;3;0
8;48;18;19;11;48;69;55;71;1;14;-4;8;4;47;48;1
9;-1;0;19;16;46;76;32;57;0;14;-3;62;27;27;51;1
9;13;22;18;22;39;72;5;53;-2;11;1;34;35;17;41;1
10;22;3;14;8;23;92;42;54;0;14;1;60;17;53;2;1
8;33;-3;19;21;12;30;38;33;-2;14;-1;65;12;46;16;1
10;42;-1;14;19;36;86;40;54;2;8;1;35;27;8;38;1
9;-6;29;15;8;20;-2;44;49;3;13;-1;31;11;18;3;0
8;5;15;14;9;19;93;48;20;5;14;-5;62;38;58;31;1
9;15;17;17;18;27;57;54;40;5;10;-4;35;4;45;51;1
10;6;-3;19;14;32;14;14;17;5;10;2;18;32;24;52;0
10;-15;-2;18;11;29;-5;33;42;3;14;-3;57;22;56;39;0
10;58;1;16;6;43;81;24;26;4;8;-5;29;25;56;58;1
8;1;16;16;11;25;4;49;11;-1;9;-5;26;14;46;47;0
10;35;20;15;23;18;87;23;29;2;12;0;13;26;26;60;1
9;5;11;16;3;36;45;21;14;2;13;-5;30;38;17;45;0
8;2;12;16;12;28;82;25;45;1;12;-3;15;34;54;9;0
9;0;31;14;16;48;41;16;68;-1;13;1;65;19;37;11;1
10;29;-1;18;3;46;43;2;71;1;13;0;26;24;31;4;0
9;42;2;14;19;35;-5;42;50;5;10;-6;41;21;7;28;0
9;45;-5;18;14;26;30;52;52;3;8;-6;45;21;8;45;1
9;18;23;18;4;39;73;45;63;4;13;-2;16;33;4;49;1
9;11;-7;18;24;43;90;28;63;1;9;-1;7;28;33;7;0
8;-5;3;18;15;38;76;33;65;0;14;-2;50;35;31;26;1
9;36;26;18;19;31;1;20;57;3;12;-3;42;7;9;30;0
8;62;13;19;10;39;42;26;29;-2;9;-5;55;25;30;15;1
10;22;0;16;12;30;58;42;35;-2;8;-1;64;33;-2;14;1
9;5;-2;17;24;34;77;0;16;-3;10;2;14;9;8;52;0
10;63;-5;14;11;28;1;11;50;2;11;-6;45;28;17;11;0
9;21;2;14;10;35;63;9;43;0;14;-3;21;25;28;25;0
10;-14;27;17;20;20;91;50;45;3;11;0;38;31;51;50;1
9;43;21;18;9;40;66;32;39;3;13;-2;31;25;59;53;1
10;62;31;16;8;49;12;4;30;-2;14;-2;49;20;34;40;1
8;11;32;15;16;27;42;15;58;4;8;-3;53;31;18;33;1
8;38;30;17;8;21;4;12;65;1;14;0;30;9;50;19;0
9;32;28;15;20;42;94;44;44;-2;10;-1;29;2;12;51;1
10;7;-7;15;10;13;33;2;10;0;10;-5;21;9;28;52;0
8;6;2;19;12;16;71;54;64;4;13;-2;52;10;61;44;1
10;39;32;17;24;31;6;21;29;-2;9;-2;61;22;54;50;1
8;5;15;14;19;26;81;32;39;4;11;0;60;15;5;21;1
8;1;-5;15;16;39;6;51;18;5;13;0;35;7;21;62;0
8;53;15;17;24;48;92;6;19;-2;8;-3;22;6;-5;50;1
10;39;10;18;9;52;62;40;52;3;13;-2;66;40;21;31;1
10;60;-1;16;6;45;42;10;35;4;12;2;40;29;22;26;1
10;-14;-6;17;3;38;84;47;15;5;14;-3;26;39;26;17;0
9;-10;30;15;12;16;51;32;23;4;14;1;46;19;49;33;0
10;-7;4;15;13;14;44;20;17;-4;8;2;39;11;39;19;0
8;30;27;16;17;29;26;5;66;-2;14;-3;35;24;16;58;1
9;28;2;19;16;42;67;47;13;-4;14;1;7;12;56;50;1
9;60;24;17;14;22;61;7;18;5;13;-2;31;5;42;7;0
10;62;26;17;20;17;12;14;59;4;11;-2;22;14;23;2;0
10;-4;-4;19;8;50;31;43;71;3;9;0;22;18;48;13;0
10;57;16;16;20;36;62;42;30;-3;9;2;65;30;36;10;1
9;-12;-4;17;16;31;82;29;62;5;11;1;21;29;45;50;1
9;60;-2;19;5;28;91;48;50;-3;10;-6;64;19;27;62;1
8;53;11;19;22;50;78;39;66;2;13;1;10;13;35;53;1
10;15;5;17;19;22;85;31;66;5;8;1;63;17;34;45;1
8;30;7;14;4;44;61;49;51;-4;9;1;11;39;59;53;1
10;24;10;16;14;41;-4;54;37;0;10;-4;31;16;58;62;1
10;35;14;16;6;12;21;44;52;1;10;-6;47;24;59;16;1
8;-6;-6;14;15;48;8;21;57;2;13;0;49;23;-4;8;0
9;18;25;18;23;32;14;43;32;-3;12;2;58;40;52;29;1
9;56;28;18;20;31;48;3;42;5;12;0;29;32;59;23;1
8;15;27;14;22;19;30;1;35;3;11;0;62;30;20;43;1
10;22;31;18;15;25;5;9;56;2;14;2;64;15;21;10;1
9;25;7;18;8;31;0;42;13;3;10;-4;28;5;41;28;0
10;53;18;15;19;37;2;48;53;-4;11;-6;66;38;25;52;1
8;38;-6;15;9;34;5;31;33;-4;11;1;5;12;32;9;0
9;21;13;15;14;45;92;47;38;2;10;2;45;23;10;40;1
10;30;15;15;13;16;12;46;55;-1;9;-5;27;36;24;6;0
8;-13;2;19;5;29;75;32;63;4;10;-2;31;26;35;28;0
8;-3;16;16;22;29;73;8;30;-2;11;-2;29;30;13;2;0
9;40;9;14;18;41;53;56;58;3;12;0;32;2;45;55;1
10;-9;28;15;11;23;45;41;71;0;12;-1;56;29;-2;27;1
10;27;22;18;23;47;40;4;30;2;11;-6;13;14;25;50;1
10;17;28;18;7;40;44;20;35;1;14;2;32;25;58;5;1
8;-9;21;16;12;24;13;45;57;4;13;0;60;17;31;10;0
9;56;5;17;12;41;76;40;29;-2;8;-2;23;4;34;53;1
8;0;13;18;18;51;35;5;66;-4;10;-5;17;15;35;32;0
9;7;3;18;10;26;52;28;71;-1;8;-1;61;6;60;18;1
10;54;3;14;7;27;34;44;42;2;11;0;12;7;53;29;0
8;37;19;17;21;50;29;6;49;5;14;-5;23;8;43;19;1
9;12;20;15;12;14;91;49;41;1;13;0;54;32;-2;49;1
10;53;8;15;5;35;9;34;23;-4;9;-4;18;20;12;30;0
10;63;-3;16;5;17;79;29;45;1;11;-3;21;11;23;4;0
10;44;-7;18;16;19;74;24;49;4;10;1;32;34;35;54;1
10;46;15;18;21;20;84;7;24;-4;12;-6;37;5;38;16;0
10;47;-2;17;7;15;49;31;52;-1;13;0;35;39;35;18;1
10;5;-1;14;21;47;72;18;60;-4;9;-4;39;11;26;16;0
9;-11;4;14;22;17;47;23;59;3;10;-5;33;20;10;3;0
9;15;17;14;22;33;92;47;37;3;11;-4;27;22;53;25;1
9;60;30;14;8;26;0;51;59;-1;10;-4;31;8;56;31;1
8;54;31;17;8;31;39;18;17;1;12;-2;38;10;56;56;1
9;0;24;18;5;32;32;21;21;-1;13;1;34;3;27;21;0
9;48;-4;17;14;41;83;41;49;5;8;1;38;7;41;8;1
9;-5;-4;14;9;27;-3;28;13;1;11;-2;19;29;15;20;0
8;-5;28;15;22;37;23;6;53;1;9;-5;61;11;18;35;1
10;-2;11;15;5;34;36;1;48;1;11;-3;14;3;42;20;0
8;60;-2;19;5;24;54;39;36;-3;13;2;65;36;43;48;1
10;-3;9;19;7;49;13;47;22;-3;10;-5;12;18;44;61;0
10;57;10;14;23;42;91;7;62;-2;12;2;10;33;25;49;1
10;34;7;18;23;31;73;55;67;5;12;0;20;12;15;35;1
10;3;19;14;13;31;21;56;24;1;9;0;29;12;60;41;0
9;50;2;19;8;19;49;27;25;5;8;-1;53;2;14;35;0
10;26;-4;17;7;48;23;18;49;4;8;-4;28;18;14;56;0
8;12;25;18;9;37;9;49;66;5;8;0;22;31;35;26;1
8;40;7;19;16;43;59;44;17;1;9;-6;45;25;2;25;1
9;32;-5;17;10;33;6;38;11;0;8;-4;16;25;50;48;0
9;7;32;18;17;52;4;8;44;-4;11;-6;34;5;26;26;0
9;49;-6;16;21;31;5;28;65;5;10;1;28;8;49;42;1
9;31;31;16;13;35;11;51;54;-2;14;0;64;35;29;6;1
9;44;25;16;14;25;20;22;18;3;14;-1;20;17;44;42;0
8;59;30;15;21;21;51;41;13;2;9;-6;51;11;23;10;1
8;-6;-2;14;11;51;25;13;48;1;10;0;14;24;15;1;0
8;3;30;17;22;38;57;33;43;-2;13;-2;39;6;57;15;1
9;56;3;17;19;21;19;2;11;2;9;-5;52;26;8;35;0
9;21;21;14;17;13;32;17;23;0;9;0;11;8;48;17;0
9;13;-5;19;14;17;44;34;43;3;9;1;11;29;43;11;0
8;19;28;14;12;50;70;48;64;0;13;2;13;21;8;6;1
10;27;27;14;5;35;53;19;26;-3;11;-1;17;28;34;58;1
8;21;9;19;24;39;65;35;47;2;14;-2;64;37;17;31;1
9;-3;23;17;5;49;15;30;22;-2;9;-2;33;15;35;1;0
9;-14;5;15;15;49;13;1;43;-4;10;-1;21;32;33;15;0
9;45;4;16;17;29;8;33;58;-1;13;1;48;26;57;16;1
10;23;21;14;7;51;-5;53;16;-1;12;-6;51;21;55;10;1
8;10;7;14;19;48;72;0;36;5;10;-3;38;14;59;18;1
10;1;-3;17;22;49;67;3;30;-2;13;0;62;39;37;49;1
9;46;29;16;11;39;10;16;45;-1;10;-1;10;11;49;7;0
8;-6;18;19;16;41;27;33;62;5;11;1;6;17;39;54;0
8;61;12;14;21;14;54;16;54;-4;11;-6;31;5;50;32;1
8;9;4;17;16;37;83;44;31;0;8;-1;12;10;58;15;0
10;18;28;14;17;43;23;56;62;-3;12;-6;44;37;58;57;1
9;4;23;17;22;20;1;8;47;-3;12;-2;17;28;32;27;0
8;24;-2;17;22;24;84;17;22;5;12;-3;11;19;50;7;0
9;55;18;16;4;32;8;56;65;4;10;-5;11;24;2;25;0
9;46;4;17;14;53;71;27;66;-2;11;-1;10;19;53;60;1
9;40;22;16;14;23;26;37;64;1;11;0;22;23;45;55;1
9;-2;8;19;16;31;2;8;61;-2;12;-1;57;5;30;29;0
8;5;-1;17;11;13;51;43;32;0;9;-6;23;37;4;31;0
8;22;30;15;23;38;72;19;55;-1;12;0;16;40;38;4;1
8;30;4;15;11;21;56;30;47;4;13;-2;6;14;13;16;0
9;39;32;15;6;50;24;9;30;4;11;-2;32;9;17;36;1
10;13;26;16;13;14;89;36;49;-3;14;-5;33;8;12;12;0
8;16;28;16;15;19;77;21;35;-4;13;-1;12;14;21;1;0
10;21;14;18;24;39;28;35;30;3;10;-6;58;2;61;36;1
10;28;17;16;23;50;66;37;34;1;9;-4;36;30;45;60;1
10;41;32;15;6;15;29;8;18;1;14;-5;36;23;-1;16;0
10;3;-3;17;22;31;82;47;38;5;11;-1;32;12;41;36;1
8;40;18;16;13;49;64;9;35;-4;10;-5;39;8;37;18;1
9;1;31;16;24;45;57;25;41;3;13;-1;53;14;49;62;1
9;25;12;18;24;17;0;47;41;0;11;-4;35;24;17;17;0
8;22;29;19;18;35;24;46;9;4;11;-3;51;37;26;28;1
10;-4;-2;19;23;20;18;52;22;4;14;0;29;17;23;16;0
10;-9;8;19;12;52;39;44;58;3;12;-3;61;15;48;2;1
10;19;-4;14;6;48;24;31;14;5;9;2;51;25;7;36;0
10;15;25;17;22;32;53;10;28;2;13;-6;31;37;29;33;1
8;-3;32;14;18;41;94;26;33;-2;14;2;18;27;3;18;0
9;-5;12;14;17;29;82;11;49;-3;8;0;26;32;1;37;0
8;34;17;19;8;29;8;0;18;5;12;-1;17;6;10;50;0
10;59;11;17;3;42;57;28;71;0;9;-5;34;17;17;26;1
9;62;31;18;17;23;43;55;14;1;9;1;16;34;12;15;1
10;25;16;18;12;15;76;9;70;3;11;-3;43;32;56;59;1
8;23;31;17;21;39;82;25;13;-2;14;-2;21;4;56;30;1
8;-1;9;17;21;51;30;16;9;5;10;-3;41;2;29;61;0
